idcompra,idcanalvenda,bandeira,Data,Preço,Preço_com_frete,Nome_Departamento,estado,cliente_Log,idade,renda,Faixa de Preço,Faixa de Idade,Faixa de Renda,Mes,Dia_da_Semana,Nome_Estado
369575,Mobile,B,2023-03-10,279.2,287.12,Eletrodomesticos,SP,21402,56,8446,até 500,50 a 79,4.000 a 9.999,MAR,Sexta-feira,São Paulo
18110,Mobile,B,2023-03-13,31.919999999999998,34.304,Utilidades_Domesticas,SP,131,41,7310,até 500,35 a 49,4.000 a 9.999,MAR,Segunda-feira,São Paulo
81255,Aplicativo,B,2023-03-27,1199.2,1207.1200000000001,Eletrodomesticos,SP,17948,69,2769,500 a 1.499,50 a 79,2.000 a 3.999,MAR,Segunda-feira,São Paulo
176250,Aplicativo,B,2023-01-06,3119.2,3127.12,Eletrodomesticos,SP,26264,39,8126,3.000 a 4.999,35 a 49,4.000 a 9.999,JAN,Sexta-feira,São Paulo
225445,Internet,B,2023-02-15,119.92,130.24,Utilidades_Domesticas,MG,7317,43,5446,até 500,35 a 49,4.000 a 9.999,FEB,Quarta-feira,Minas Gerais
288500,Mobile,A,2023-02-05,120.0,121.6,Bebes,SP,18528,74,11759,até 500,50 a 79,10.000 a 14.999,FEB,Domingo,São Paulo
306955,Internet,A,2023-04-20,1887.2,1899.1200000000001,Eletrodomesticos,MT,16234,66,8452,1.500 a 2.999,50 a 79,4.000 a 9.999,APR,Quinta-feira,Mato Grosso
357655,Internet,A,2023-04-01,107.92,109.51199999999999,Bebes,RS,2587,57,9299,até 500,50 a 79,4.000 a 9.999,APR,Sábado,Rio Grande do Sul
435830,Mobile,A,2023-01-08,183.92000000000002,194.24,Utilidades_Domesticas,SC,5914,36,14240,até 500,35 a 49,10.000 a 14.999,JAN,Domingo,Santa Catarina
29915,Internet,A,2023-02-02,99.2,100.8,Bebes,MG,11959,45,13312,até 500,35 a 49,10.000 a 14.999,FEB,Quinta-feira,Minas Gerais
206410,Mobile,B,2023-04-10,379.91999999999996,387.912,Bebes,MG,15275,87,10777,até 500,80 ou mais,10.000 a 14.999,APR,Segunda-feira,Minas Gerais
271925,Aplicativo,B,2023-04-08,956.8799999999999,964.8,Eletrodomesticos,RJ,26529,21,7665,500 a 1.499,20 a 34,4.000 a 9.999,APR,Sábado,Rio de Janeiro
323965,Mobile,B,2023-04-25,2439.2,2451.12,Eletrodomesticos,SP,14124,35,8639,1.500 a 2.999,35 a 49,4.000 a 9.999,APR,Terça-feira,São Paulo
334295,Internet,A,2023-03-03,335.2,348.144,Esporte_e_Lazer,RS,3156,56,12655,até 500,50 a 79,10.000 a 14.999,MAR,Sexta-feira,Rio Grande do Sul
301155,Aplicativo,A,2023-04-10,79.728,85.32000000000001,Bebes,MG,6802,78,3585,até 500,50 a 79,2.000 a 3.999,APR,Segunda-feira,Minas Gerais
356010,Mobile,B,2023-02-07,1519.2,1530.944,Acessorios_e_Inovacoes,SP,17167,34,11014,1.500 a 2.999,20 a 34,10.000 a 14.999,FEB,Terça-feira,São Paulo
472575,Internet,A,2023-04-22,119.92,129.472,Casa_e_Construcao,RJ,8066,52,11035,até 500,50 a 79,10.000 a 14.999,APR,Sábado,Rio de Janeiro
217430,Mobile,B,2023-04-25,2103.2,2115.12,Eletrodomesticos,CE,13923,22,11849,1.500 a 2.999,20 a 34,10.000 a 14.999,APR,Terça-feira,Ceará
226910,Mobile,B,2023-04-09,1791.6,1803.7599999999998,Eletrodomesticos,SP,19929,26,6011,1.500 a 2.999,20 a 34,4.000 a 9.999,APR,Domingo,São Paulo
86395,Mobile,A,2023-04-18,288.71999999999997,296.712,Eletroportateis,RJ,26012,23,8717,até 500,20 a 34,4.000 a 9.999,APR,Terça-feira,Rio de Janeiro
106545,Internet,A,2023-02-21,639.2,647.12,Eletrodomesticos,RJ,8833,76,9227,500 a 1.499,50 a 79,4.000 a 9.999,FEB,Terça-feira,Rio de Janeiro
251465,Mobile,B,2023-04-29,71.28,79.272,Moveis,MG,14706,63,14909,até 500,50 a 79,10.000 a 14.999,APR,Sábado,Minas Gerais
74975,Aplicativo,B,2023-04-13,543.2,591.192,Moveis,SP,14684,29,4065,500 a 1.499,20 a 34,4.000 a 9.999,APR,Quinta-feira,São Paulo
129095,Mobile,A,2023-02-04,38.160000000000004,39.744,Bebes,MG,10566,33,14311,até 500,20 a 34,10.000 a 14.999,FEB,Sábado,Minas Gerais
177085,Mobile,B,2023-01-07,711.2,719.12,Eletrodomesticos,RJ,24733,51,10271,500 a 1.499,50 a 79,10.000 a 14.999,JAN,Sábado,Rio de Janeiro
453745,Aplicativo,A,2023-03-01,1439.2,1479.1200000000001,Eletrodomesticos,SP,6883,89,7903,500 a 1.499,80 ou mais,4.000 a 9.999,MAR,Quarta-feira,São Paulo
487100,Aplicativo,A,2023-03-02,4159.2,4199.12,Eletrodomesticos,SP,11846,88,12507,3.000 a 4.999,80 ou mais,10.000 a 14.999,MAR,Quinta-feira,São Paulo
174645,Internet,A,2023-04-04,148.8,158.376,Bebes,RJ,21181,64,5259,até 500,50 a 79,4.000 a 9.999,APR,Terça-feira,Rio de Janeiro
89815,Internet,B,2023-03-16,1463.2,1475.1200000000001,Eletrodomesticos,RJ,6264,39,11464,500 a 1.499,35 a 49,10.000 a 14.999,MAR,Quinta-feira,Rio de Janeiro
304365,Mobile,B,2023-04-28,1847.2,1859.1200000000001,Eletrodomesticos,RJ,21170,85,10539,1.500 a 2.999,80 ou mais,10.000 a 14.999,APR,Sexta-feira,Rio de Janeiro
316855,Internet,B,2023-02-10,2118.4,2158.32,Eletrodomesticos,SP,7351,44,7650,1.500 a 2.999,35 a 49,4.000 a 9.999,FEB,Sexta-feira,São Paulo
440150,Internet,A,2023-04-21,135.92000000000002,146.24,Utilidades_Domesticas,SP,2251,75,2654,até 500,50 a 79,2.000 a 3.999,APR,Sexta-feira,São Paulo
130250,Aplicativo,A,2023-02-01,223.92,244.64000000000001,Utilidades_Domesticas,SP,17113,69,5579,até 500,50 a 79,4.000 a 9.999,FEB,Quarta-feira,São Paulo
403515,Mobile,B,2023-03-23,119.92,124.63199999999999,Beleza_e_Saude,MG,2661,56,4496,até 500,50 a 79,4.000 a 9.999,MAR,Quinta-feira,Minas Gerais
100580,Aplicativo,A,2023-03-18,399.91999999999996,411.912,Eletroportateis,MG,24812,23,10505,até 500,20 a 34,10.000 a 14.999,MAR,Sábado,Minas Gerais
146575,Internet,B,2023-04-26,107.92,111.112,Bebes,SP,2621,18,3235,até 500,até 20,2.000 a 3.999,APR,Quarta-feira,São Paulo
206210,Internet,A,2023-03-03,1319.2,1327.1200000000001,Eletrodomesticos,SP,7173,22,4309,500 a 1.499,20 a 34,4.000 a 9.999,MAR,Sexta-feira,São Paulo
282860,Mobile,A,2023-03-29,55.2,56.791999999999994,Bebes,PR,9549,43,5555,até 500,35 a 49,4.000 a 9.999,MAR,Quarta-feira,Paraná
286715,Internet,A,2023-02-04,2799.2,2833.88,Telefones_e_Celulares,RJ,19021,60,4529,1.500 a 2.999,50 a 79,4.000 a 9.999,FEB,Sábado,Rio de Janeiro
357110,Aplicativo,B,2023-03-10,103.92,111.91199999999999,Eletroportateis,SP,12572,83,3106,até 500,80 ou mais,2.000 a 3.999,MAR,Sexta-feira,São Paulo
168415,Aplicativo,B,2023-04-25,399.2,415.12,Moveis,RN,27129,35,9213,até 500,35 a 49,4.000 a 9.999,APR,Terça-feira,Rio Grande do Norte
171825,Internet,B,2023-04-19,151.92000000000002,160.712,Bebes,RJ,5859,25,9076,até 500,20 a 34,4.000 a 9.999,APR,Quarta-feira,Rio de Janeiro
315775,Internet,B,2023-02-04,479.2,503.12,Moveis,MG,24992,38,1896,até 500,35 a 49,até 2000,FEB,Sábado,Minas Gerais
426720,Mobile,B,2023-01-03,107.92,111.112,Bebes,PR,20075,41,2889,até 500,35 a 49,2.000 a 3.999,JAN,Terça-feira,Paraná
230205,Mobile,A,2023-03-12,93.52799999999999,98.384,Beleza_e_Saude,SP,5099,22,3749,até 500,20 a 34,2.000 a 3.999,MAR,Domingo,São Paulo
283040,Mobile,A,2023-04-01,71.92,77.03999999999999,Beleza_e_Saude,SP,17158,63,11321,até 500,50 a 79,10.000 a 14.999,APR,Sábado,São Paulo
305565,Mobile,B,2023-04-30,143.35999999999999,147.824,Acessorios_e_Inovacoes,SP,12043,59,9333,até 500,50 a 79,4.000 a 9.999,APR,Domingo,São Paulo
466350,Internet,B,2023-03-22,2159.2,2199.12,Eletrodomesticos,BA,8769,51,6132,1.500 a 2.999,50 a 79,4.000 a 9.999,MAR,Quarta-feira,Bahia
52155,Internet,A,2023-03-09,3199.2,3239.12,Eletrodomesticos,SP,20695,48,7229,3.000 a 4.999,35 a 49,4.000 a 9.999,MAR,Quinta-feira,São Paulo
104100,Aplicativo,A,2023-03-12,863.2,974.4,Moveis,SP,14549,76,9562,500 a 1.499,50 a 79,4.000 a 9.999,MAR,Domingo,São Paulo
267725,Mobile,B,2023-03-09,959.2,967.1200000000001,Eletrodomesticos,SP,4644,53,10108,500 a 1.499,50 a 79,10.000 a 14.999,MAR,Quinta-feira,São Paulo
279345,Internet,B,2023-01-29,1735.2,1747.1200000000001,Eletrodomesticos,MG,12719,18,2986,1.500 a 2.999,até 20,2.000 a 3.999,JAN,Domingo,Minas Gerais
76975,Aplicativo,A,2023-04-02,247.92,271.84000000000003,Eletrodomesticos,SP,25647,76,5814,até 500,50 a 79,4.000 a 9.999,APR,Domingo,São Paulo
251995,Mobile,A,2023-02-09,159.92000000000002,161.512,Bebes,DF,26882,65,14903,até 500,50 a 79,10.000 a 14.999,FEB,Quinta-feira,Distrito Federal
27380,Mobile,A,2023-01-13,107.92,109.51199999999999,Bebes,MG,14257,82,8938,até 500,80 ou mais,4.000 a 9.999,JAN,Sexta-feira,Minas Gerais
409720,Internet,A,2023-02-01,183.92000000000002,194.24,Utilidades_Domesticas,AL,22693,55,7157,até 500,50 a 79,4.000 a 9.999,FEB,Quarta-feira,Alagoas
434450,Internet,B,2023-02-22,1159.2,1167.1200000000001,Eletrodomesticos,RJ,15576,56,8805,500 a 1.499,50 a 79,4.000 a 9.999,FEB,Quarta-feira,Rio de Janeiro
44405,Mobile,A,2023-04-05,49.327999999999996,57.239999999999995,Beleza_e_Saude,RJ,9491,78,8910,até 500,50 a 79,4.000 a 9.999,APR,Quarta-feira,Rio de Janeiro
426515,Mobile,B,2023-02-21,196.84,212.76,Moveis,RJ,17185,34,4876,até 500,20 a 34,4.000 a 9.999,FEB,Terça-feira,Rio de Janeiro
89305,Internet,A,2023-03-06,137.28,138.88,Bebes,MG,21640,78,11835,até 500,50 a 79,10.000 a 14.999,MAR,Segunda-feira,Minas Gerais
107590,Internet,B,2023-03-02,135.92000000000002,141.432,Beleza_e_Saude,RS,8331,39,2190,até 500,35 a 49,2.000 a 3.999,MAR,Quinta-feira,Rio Grande do Sul
224540,Aplicativo,A,2023-03-11,127.92,139.91199999999998,Beleza_e_Saude,RS,22202,51,5923,até 500,50 a 79,4.000 a 9.999,MAR,Sábado,Rio Grande do Sul
393685,Aplicativo,A,2023-02-05,135.92000000000002,137.512,Bebes,RJ,3738,60,4763,até 500,50 a 79,4.000 a 9.999,FEB,Domingo,Rio de Janeiro
72240,Aplicativo,B,2023-01-10,1163.224,1171.144,Eletrodomesticos,SP,4827,57,14446,500 a 1.499,50 a 79,10.000 a 14.999,JAN,Terça-feira,São Paulo
77500,Aplicativo,A,2023-02-23,135.92000000000002,137.512,Bebes,SP,27576,81,4790,até 500,80 ou mais,4.000 a 9.999,FEB,Quinta-feira,São Paulo
117655,Aplicativo,B,2023-02-08,3875.2400000000002,3887.16,Eletrodomesticos,SP,26567,24,2345,3.000 a 4.999,20 a 34,2.000 a 3.999,FEB,Quarta-feira,São Paulo
176450,Aplicativo,B,2023-01-16,119.2,125.59200000000001,Decoracao,SP,10827,44,3710,até 500,35 a 49,2.000 a 3.999,JAN,Segunda-feira,São Paulo
336680,Mobile,A,2023-01-09,279.28000000000003,295.2,Telefones_e_Celulares,SP,2443,35,10421,até 500,35 a 49,10.000 a 14.999,JAN,Segunda-feira,São Paulo
427665,Mobile,A,2023-03-12,2103.2,2115.12,Eletrodomesticos,SP,9256,69,6134,1.500 a 2.999,50 a 79,4.000 a 9.999,MAR,Domingo,São Paulo
68755,Internet,A,2023-01-03,271.52,277.912,Bebes,BA,25764,82,2413,até 500,80 ou mais,2.000 a 3.999,JAN,Terça-feira,Bahia
251615,Aplicativo,B,2023-03-07,1319.2,1327.1200000000001,Eletrodomesticos,RJ,25038,72,14398,500 a 1.499,50 a 79,10.000 a 14.999,MAR,Terça-feira,Rio de Janeiro
437320,Aplicativo,B,2023-01-22,383.2,415.192,Moveis,RJ,4223,68,9639,até 500,50 a 79,4.000 a 9.999,JAN,Domingo,Rio de Janeiro
10555,Internet,A,2023-01-23,17.52,19.112000000000002,Bebes,SP,17918,89,5072,até 500,80 ou mais,4.000 a 9.999,JAN,Segunda-feira,São Paulo
230465,Internet,B,2023-03-29,303.91999999999996,311.912,Eletroportateis,DF,7682,88,8266,até 500,80 ou mais,4.000 a 9.999,MAR,Quarta-feira,Distrito Federal
246875,Internet,B,2023-03-15,303.91999999999996,311.11199999999997,Eletroportateis,RJ,25397,33,11242,até 500,20 a 34,10.000 a 14.999,MAR,Quarta-feira,Rio de Janeiro
468815,Internet,A,2023-04-21,162.288,163.872,Bebes,BA,23831,64,1705,até 500,50 a 79,até 2000,APR,Sexta-feira,Bahia
58955,Internet,A,2023-03-07,3571.2400000000002,3583.16,Eletrodomesticos,SP,10315,25,6739,3.000 a 4.999,20 a 34,4.000 a 9.999,MAR,Terça-feira,São Paulo
61600,Mobile,B,2023-04-19,1887.2,1899.1200000000001,Eletrodomesticos,DF,7884,54,2609,1.500 a 2.999,50 a 79,2.000 a 3.999,APR,Quarta-feira,Distrito Federal
463560,Internet,B,2023-04-20,287.928,295.91999999999996,Eletroportateis,GO,16796,47,3055,até 500,35 a 49,2.000 a 3.999,APR,Quinta-feira,Goiás
25290,Internet,B,2023-01-14,82.0,92.32000000000001,Utilidades_Domesticas,SP,16464,53,12593,até 500,50 a 79,10.000 a 14.999,JAN,Sábado,São Paulo
102120,Aplicativo,A,2023-03-30,543.8399999999999,566.08,Automotivo,SP,18426,84,5361,500 a 1.499,80 ou mais,4.000 a 9.999,MAR,Quinta-feira,São Paulo
115945,Mobile,A,2023-03-09,39.2,47.12,Acessorios_e_Inovacoes,DF,6302,74,2615,até 500,50 a 79,2.000 a 3.999,MAR,Quinta-feira,Distrito Federal
231065,Mobile,B,2023-03-14,309.28000000000003,314.368,Games,ES,16360,27,7189,até 500,20 a 34,4.000 a 9.999,MAR,Terça-feira,Espírito Santo
358345,Aplicativo,A,2023-02-09,1163.224,1171.144,Eletrodomesticos,RJ,19235,28,4249,500 a 1.499,20 a 34,4.000 a 9.999,FEB,Quinta-feira,Rio de Janeiro
479520,Aplicativo,B,2023-03-25,1199.2,1230.04,Esporte_e_Lazer,SP,10609,26,12111,500 a 1.499,20 a 34,10.000 a 14.999,MAR,Sábado,São Paulo
255775,Mobile,B,2023-02-23,2407.68,2414.912,Telefones_e_Celulares,RJ,25051,76,5683,1.500 a 2.999,50 a 79,4.000 a 9.999,FEB,Quinta-feira,Rio de Janeiro
352030,Mobile,A,2023-02-18,351.2,359.12,Eletrodomesticos,CE,24163,68,4969,até 500,50 a 79,4.000 a 9.999,FEB,Sábado,Ceará
371440,Internet,A,2023-04-25,107.92,111.112,Bebes,SP,23682,60,9841,até 500,50 a 79,4.000 a 9.999,APR,Terça-feira,São Paulo
327400,Internet,A,2023-02-07,39.528,48.239999999999995,Beleza_e_Saude,SP,27446,68,10035,até 500,50 a 79,10.000 a 14.999,FEB,Terça-feira,São Paulo
352895,Mobile,B,2023-01-05,87.92,93.432,Beleza_e_Saude,SE,8672,83,9203,até 500,80 ou mais,4.000 a 9.999,JAN,Quinta-feira,Sergipe
355465,Aplicativo,A,2023-04-06,107.92,109.51199999999999,Bebes,SP,1889,31,6291,até 500,20 a 34,4.000 a 9.999,APR,Quinta-feira,São Paulo
355970,Aplicativo,A,2023-01-02,120.0,121.6,Bebes,SC,10292,33,8677,até 500,20 a 34,4.000 a 9.999,JAN,Segunda-feira,Santa Catarina
20025,Internet,A,2023-03-11,223.92,239.84,Utilidades_Domesticas,BA,95,53,4271,até 500,50 a 79,4.000 a 9.999,MAR,Sábado,Bahia
288105,Mobile,A,2023-01-30,38.160000000000004,39.744,Bebes,PR,4331,51,3224,até 500,50 a 79,2.000 a 3.999,JAN,Segunda-feira,Paraná
73755,Internet,B,2023-01-31,351.2,359.12,Eletrodomesticos,SP,25412,21,13424,até 500,20 a 34,10.000 a 14.999,JAN,Terça-feira,São Paulo
289125,Mobile,A,2023-03-10,37.92,39.512,Bebes,MG,5886,30,6947,até 500,20 a 34,4.000 a 9.999,MAR,Sexta-feira,Minas Gerais
459745,Mobile,A,2023-04-22,906.5891285439033,1451.1200000000001,Eletrodomesticos,MS,536,66,6688,500 a 1.499,50 a 79,4.000 a 9.999,APR,Sábado,Mato Grosso do Sul
491805,Internet,B,2023-03-18,143.928,151.92000000000002,Bebes,SP,9438,47,2160,até 500,35 a 49,2.000 a 3.999,MAR,Sábado,São Paulo
41890,Internet,B,2023-04-17,661.6800000000001,676.736,Telefones_e_Celulares,RJ,25733,47,3785,500 a 1.499,35 a 49,2.000 a 3.999,APR,Segunda-feira,Rio de Janeiro
243465,Internet,A,2023-01-28,107.92,109.51199999999999,Bebes,MG,11067,24,2338,até 500,20 a 34,2.000 a 3.999,JAN,Sábado,Minas Gerais
371720,Internet,A,2023-01-26,1279.2,1319.1200000000001,Eletrodomesticos,MG,24426,61,14910,500 a 1.499,50 a 79,10.000 a 14.999,JAN,Quinta-feira,Minas Gerais
155060,Internet,B,2023-02-10,1599.2,1607.1200000000001,Eletrodomesticos,SP,26830,79,12365,1.500 a 2.999,50 a 79,10.000 a 14.999,FEB,Sexta-feira,São Paulo
280210,Aplicativo,A,2023-02-08,583.2,694.4,Moveis,RJ,21684,71,13138,500 a 1.499,50 a 79,10.000 a 14.999,FEB,Quarta-feira,Rio de Janeiro
296385,Mobile,A,2023-02-27,45.519999999999996,51.464,Ferramentas,SP,3593,18,5240,até 500,até 20,4.000 a 9.999,FEB,Segunda-feira,São Paulo
455605,Internet,B,2023-01-18,661.6800000000001,676.736,Telefones_e_Celulares,SP,27192,62,4209,500 a 1.499,50 a 79,4.000 a 9.999,JAN,Quarta-feira,São Paulo
203450,Aplicativo,B,2023-04-10,1039.2,1047.1200000000001,Eletrodomesticos,SP,9750,61,14197,500 a 1.499,50 a 79,10.000 a 14.999,APR,Segunda-feira,São Paulo
185325,Mobile,A,2023-04-13,151.92000000000002,169.736,Malas_e_Mochilas,RJ,24537,88,4764,até 500,80 ou mais,4.000 a 9.999,APR,Quinta-feira,Rio de Janeiro
417285,Aplicativo,B,2023-04-22,55.92,65.44,Utilidades_Domesticas,SP,5439,63,3531,até 500,50 a 79,2.000 a 3.999,APR,Sábado,São Paulo
60945,Internet,B,2023-01-29,196.84,212.76,Moveis,SP,4342,41,14314,até 500,35 a 49,10.000 a 14.999,JAN,Domingo,São Paulo
62490,Aplicativo,A,2023-02-14,87.92,95.912,Eletroportateis,MG,14388,21,5128,até 500,20 a 34,4.000 a 9.999,FEB,Terça-feira,Minas Gerais
217330,Mobile,B,2023-04-14,89.944,91.672,Beleza_e_Saude,SP,164,52,2115,até 500,50 a 79,2.000 a 3.999,APR,Sexta-feira,São Paulo
223565,Aplicativo,A,2023-04-04,43.92,52.815999999999995,Produtos_de_Limpeza,SP,20392,67,9239,até 500,50 a 79,4.000 a 9.999,APR,Terça-feira,São Paulo
250565,Mobile,B,2023-03-18,1199.2,1207.1200000000001,Eletrodomesticos,RJ,1406,34,6414,500 a 1.499,20 a 34,4.000 a 9.999,MAR,Sábado,Rio de Janeiro
327840,Internet,A,2023-03-05,135.92000000000002,137.512,Bebes,SP,15720,64,5830,até 500,50 a 79,4.000 a 9.999,MAR,Domingo,São Paulo
464680,Internet,B,2023-03-16,303.91999999999996,311.912,Eletroportateis,SP,18418,35,4188,até 500,35 a 49,4.000 a 9.999,MAR,Quinta-feira,São Paulo
469395,Internet,B,2023-03-31,516.04,564.0319999999999,Moveis,MG,5470,36,8919,500 a 1.499,35 a 49,4.000 a 9.999,MAR,Sexta-feira,Minas Gerais
145305,Mobile,B,2023-03-24,1319.2,1327.1200000000001,Eletrodomesticos,SP,21394,32,13633,500 a 1.499,20 a 34,10.000 a 14.999,MAR,Sexta-feira,São Paulo
61925,Internet,B,2023-02-03,127.92,133.504,Beleza_e_Saude,MG,600,54,11006,até 500,50 a 79,10.000 a 14.999,FEB,Sexta-feira,Minas Gerais
112330,Mobile,A,2023-04-13,151.28,166.89600000000002,Moveis,MG,5170,37,4016,até 500,35 a 49,4.000 a 9.999,APR,Quinta-feira,Minas Gerais
350865,Mobile,B,2023-04-13,3199.2,3207.12,Eletrodomesticos,DF,9545,41,5054,3.000 a 4.999,35 a 49,4.000 a 9.999,APR,Quinta-feira,Distrito Federal
352885,Mobile,A,2023-01-27,777.6,790.08,Acessorios_e_Inovacoes,MG,27146,41,14749,500 a 1.499,35 a 49,10.000 a 14.999,JAN,Sexta-feira,Minas Gerais
475485,Mobile,A,2023-01-03,1055.92,1089.088,Eletrodomesticos,RJ,3699,57,12859,500 a 1.499,50 a 79,10.000 a 14.999,JAN,Terça-feira,Rio de Janeiro
101490,Internet,B,2023-01-08,113.92,120.016,Bebes,SP,17497,33,9343,até 500,20 a 34,4.000 a 9.999,JAN,Domingo,São Paulo
287315,Mobile,A,2023-02-17,230.4,233.61599999999999,Bebes,SP,14262,27,12103,até 500,20 a 34,10.000 a 14.999,FEB,Sexta-feira,São Paulo
302395,Internet,B,2023-03-15,483.52799999999996,491.52,Eletroportateis,MG,21577,78,14224,até 500,50 a 79,10.000 a 14.999,MAR,Quarta-feira,Minas Gerais
354875,Aplicativo,A,2023-04-10,1759.2,1767.1200000000001,Eletrodomesticos,SP,27464,66,6890,1.500 a 2.999,50 a 79,4.000 a 9.999,APR,Segunda-feira,São Paulo
319280,Aplicativo,B,2023-02-24,1839.2,1849.52,TVs_e_Acessorios,RJ,5465,80,11193,1.500 a 2.999,80 ou mais,10.000 a 14.999,FEB,Sexta-feira,Rio de Janeiro
450970,Mobile,A,2023-04-29,69.36,76.55199999999999,Bebes,MG,26498,84,13170,até 500,80 ou mais,10.000 a 14.999,APR,Sábado,Minas Gerais
464105,Internet,B,2023-02-15,661.6800000000001,676.736,Telefones_e_Celulares,PA,18092,55,2133,500 a 1.499,50 a 79,2.000 a 3.999,FEB,Quarta-feira,Pará
151055,Internet,A,2023-04-09,39.2,43.12,Acessorios_e_Inovacoes,SP,11968,58,3591,até 500,50 a 79,2.000 a 3.999,APR,Domingo,São Paulo
172050,Internet,B,2023-02-25,2639.2,2649.52,TVs_e_Acessorios,MG,14975,69,3911,1.500 a 2.999,50 a 79,2.000 a 3.999,FEB,Sábado,Minas Gerais
249940,Mobile,B,2023-04-12,959.2,967.1200000000001,Eletrodomesticos,PB,10552,85,6209,500 a 1.499,80 ou mais,4.000 a 9.999,APR,Quarta-feira,Paraíba
255710,Aplicativo,A,2023-01-14,67.2,68.784,Bebes,RJ,1318,45,4613,até 500,35 a 49,4.000 a 9.999,JAN,Sábado,Rio de Janeiro
288790,Aplicativo,B,2023-03-17,1420.44,1428.3600000000001,Eletrodomesticos,SP,26062,69,13492,500 a 1.499,50 a 79,10.000 a 14.999,MAR,Sexta-feira,São Paulo
437120,Aplicativo,B,2023-01-08,2151.2,2163.12,Eletrodomesticos,GO,13578,82,10697,1.500 a 2.999,80 ou mais,10.000 a 14.999,JAN,Domingo,Goiás
165850,Internet,B,2023-03-26,399.2,415.13599999999997,Moveis,SP,6751,52,8571,até 500,50 a 79,4.000 a 9.999,MAR,Domingo,São Paulo
246245,Mobile,A,2023-03-18,120.0,126.38399999999999,Bebes,DF,4050,44,2296,até 500,35 a 49,2.000 a 3.999,MAR,Sábado,Distrito Federal
255640,Aplicativo,B,2023-04-11,3039.2,3051.12,Eletrodomesticos,PE,16114,38,10420,3.000 a 4.999,35 a 49,10.000 a 14.999,APR,Terça-feira,Pernambuco
431365,Mobile,A,2023-02-17,105.75999999999999,107.352,Bebes,RJ,23321,31,13782,até 500,20 a 34,10.000 a 14.999,FEB,Sexta-feira,Rio de Janeiro
449090,Mobile,A,2023-01-11,777.6,792.728,Acessorios_e_Inovacoes,RJ,21078,86,10983,500 a 1.499,80 ou mais,10.000 a 14.999,JAN,Quarta-feira,Rio de Janeiro
458260,Aplicativo,A,2023-02-02,1679.2,1691.1200000000001,Eletrodomesticos,SP,24854,70,6522,1.500 a 2.999,50 a 79,4.000 a 9.999,FEB,Quinta-feira,São Paulo
477075,Mobile,A,2023-04-03,63.92,71.912,Eletroportateis,SP,15063,41,11678,até 500,35 a 49,10.000 a 14.999,APR,Segunda-feira,São Paulo
10150,Aplicativo,A,2023-01-22,70.4,75.2,Perfumaria,SC,5684,87,11317,até 500,80 ou mais,10.000 a 14.999,JAN,Domingo,Santa Catarina
20050,Internet,A,2023-03-20,121.52000000000001,133.512,Beleza_e_Saude,CE,27304,19,2162,até 500,até 20,2.000 a 3.999,MAR,Segunda-feira,Ceará
158905,Internet,B,2023-04-20,159.92000000000002,162.12,Brinquedos,SP,2286,86,1921,até 500,80 ou mais,até 2000,APR,Quinta-feira,São Paulo
333640,Internet,B,2023-02-01,1343.2,1351.1200000000001,Eletrodomesticos,SP,4351,53,9190,500 a 1.499,50 a 79,4.000 a 9.999,FEB,Quarta-feira,São Paulo
101530,Aplicativo,B,2023-02-09,1163.224,1171.144,Eletrodomesticos,SC,6556,87,7629,500 a 1.499,80 ou mais,4.000 a 9.999,FEB,Quinta-feira,Santa Catarina
142510,Mobile,B,2023-02-23,439.2,447.12,Eletrodomesticos,SP,21923,71,3615,até 500,50 a 79,2.000 a 3.999,FEB,Quinta-feira,São Paulo
204115,Mobile,A,2023-04-20,247.92,260.368,Brinquedos,PR,1205,42,13003,até 500,35 a 49,10.000 a 14.999,APR,Quinta-feira,Paraná
225775,Mobile,A,2023-04-10,92.47999999999999,94.08,Bebes,SP,14349,75,8259,até 500,50 a 79,4.000 a 9.999,APR,Segunda-feira,São Paulo
282080,Mobile,B,2023-01-31,1079.28,1084.056,Telefones_e_Celulares,PR,5502,72,5878,500 a 1.499,50 a 79,4.000 a 9.999,JAN,Terça-feira,Paraná
331780,Internet,A,2023-04-11,127.92,133.432,Beleza_e_Saude,SP,17749,20,9475,até 500,20 a 34,4.000 a 9.999,APR,Terça-feira,São Paulo
359245,Internet,A,2023-03-14,135.92000000000002,139.112,Bebes,RJ,20990,18,12333,até 500,até 20,10.000 a 14.999,MAR,Terça-feira,Rio de Janeiro
492335,Internet,B,2023-03-15,1679.2,1687.1200000000001,Eletrodomesticos,SP,1913,74,3598,1.500 a 2.999,50 a 79,2.000 a 3.999,MAR,Quarta-feira,São Paulo
171135,Aplicativo,A,2023-03-20,1159.2,1167.1200000000001,Eletrodomesticos,MG,8032,58,11554,500 a 1.499,50 a 79,10.000 a 14.999,MAR,Segunda-feira,Minas Gerais
174770,Aplicativo,A,2023-02-22,55.2,56.791999999999994,Bebes,DF,25195,38,14141,até 500,35 a 49,10.000 a 14.999,FEB,Quarta-feira,Distrito Federal
436405,Mobile,B,2023-03-26,463.2,471.12,Eletrodomesticos,BA,26450,24,9229,até 500,20 a 34,4.000 a 9.999,MAR,Domingo,Bahia
98830,Mobile,A,2023-03-24,63.92,71.912,Eletroportateis,AC,13478,39,2132,até 500,35 a 49,2.000 a 3.999,MAR,Sexta-feira,Acre
